repo,pr_number,title,author,state,was_merged,body,created_at,closed_at,merged_at,additions,deletions,changed_files,commits,comments_count,review_comments_count
numpy/numpy,29971,TYP: update ``ScalarType`` type,jorenham,closed,True,"This is needed because *someone* forgot to update the stubs after changing the runtime order of `ScalarType` in #29761.
Since #29761 was backported, this one probably should too.",2025-10-15 17:56:35+00:00,2025-10-16 05:47:39+00:00,2025-10-16 05:47:39+00:00,21,20,2,2,2,0
numpy/numpy,29970,BUG: Fix resize when it contains references,seberg,closed,True,"Small fix for resize with objects, which was always broken.

@mhvk one little thing is that we of course don't need to do this in all of the internal places in theory.

Closes gh-29887.",2025-10-15 13:02:54+00:00,2025-10-28 18:14:20+00:00,2025-10-28 18:14:20+00:00,33,10,2,2,2,3
numpy/numpy,29969,TYP: fix stubtest errors in ``lib._function_base_impl``,jorenham,closed,True,"- `corrcoef`: wrong parameter name
- `diff`: default argument not assignable to parameter type
- ~`percentile` and `quantile`: missing (deprecated) `interpolation` kwarg~
- `piecewise`: the first three parameters shouldn't be positional-only
- `trim_zeros`: missing `axis` parameter (since 2.2.0)",2025-10-15 04:02:43+00:00,2025-10-16 05:50:32+00:00,2025-10-16 05:50:32+00:00,11,12,1,6,3,0
numpy/numpy,29968,TYP: missing ``vectorize`` default argument,jorenham,closed,True,This was reported by stubtest,2025-10-15 03:37:10+00:00,2025-10-15 06:42:27+00:00,2025-10-15 06:42:27+00:00,3,2,1,1,1,0
numpy/numpy,29967,TYP: improved ``busdaycalendar`` annotations,jorenham,closed,True,The switch from `__new__` to `__init__` resolves a stubtest error.,2025-10-15 03:25:50+00:00,2025-10-15 06:41:28+00:00,2025-10-15 06:41:28+00:00,8,7,1,1,1,0
numpy/numpy,29966,TYP: minor fixes in ``__pow__`` methods,jorenham,closed,True,This resolves some stubtest errors.,2025-10-15 03:07:35+00:00,2025-10-15 19:02:40+00:00,2025-10-15 19:02:40+00:00,37,41,2,3,1,0
numpy/numpy,29965,TYP: mark ``flexible`` as ``@final``,jorenham,closed,True,"Because even though it has subclasses (`character`, `void`, `str_` and `bytes_`), it's impossible to subclass it at runtime.
",2025-10-15 02:39:39+00:00,2025-10-15 07:12:17+00:00,2025-10-15 07:12:17+00:00,6,7,1,1,1,0
numpy/numpy,29964,TYP: add missing ``generic`` methods,jorenham,closed,True,"Stubtest was complaining about missing methods, so I added them. But some of them always raise when used, so maybe we should just get rid of those as well (similar to #29962 and #29963)?",2025-10-15 02:27:24+00:00,2025-10-16 05:31:02+00:00,2025-10-16 05:31:01+00:00,93,18,2,2,4,1
numpy/numpy,29963,MAINT: Remove removed array methods,jorenham,closed,True,"(that's not a typo in the title)

The `ptp`, `itemset`, and `newbyteorder` methods of `ndarray` and `generic` were removed in numpy 2. However, they still existed, but attempting to call them resulted in an `AttributeError` with a paradoxical message

> `ptp` was removed from the ndarray class in NumPy 2.0. Use np.ptp(arr, ...) instead.

So that got me thinking: ""how can something that is removed raise an error?"". After a bit of digging, I found the relevant C code, and got rid of it at the root. That way, we avoid causality-breaking parodoxes, making it less likely that the universe will collapse in on itself.

Before:

```py
>>> np.ndarray.ptp
<attribute 'ptp' of 'numpy.ndarray' objects>

>>> np.array(1).ptp()
---------------------------------------------------------------------------
AttributeError                            Traceback (most recent call last)
Cell In[2], line 1
----> 1 np.array(1).ptp()

AttributeError: `ptp` was removed from the ndarray class in NumPy 2.0. Use np.ptp(arr, ...) instead.
```

After:

```py
>>> np.ndarray.ptp
---------------------------------------------------------------------------
AttributeError                            Traceback (most recent call last)
Cell In[1], line 1
----> 1 np.ndarray.ptp

AttributeError: type object 'numpy.ndarray' has no attribute 'ptp'

>>> np.array(1).ptp()
---------------------------------------------------------------------------
AttributeError                            Traceback (most recent call last)
Cell In[4], line 1
----> 1 np.array(1).ptp()

AttributeError: 'numpy.ndarray' object has no attribute 'ptp'
```

It's the same with `itemset` and  `newbyteorder`.",2025-10-15 00:16:59+00:00,2025-10-15 06:40:55+00:00,2025-10-15 06:40:55+00:00,2,79,4,1,2,0
numpy/numpy,29962,MAINT: remove obsolete ``generic.tostring`` method descriptor and docstring,jorenham,closed,True,"The method was removed in 2.3, but the method descriptor was still there on the `numpy.generic` type, which could be pretty confusing:

```pycon
>>> import numpy as np
>>> np.int8.tostring
<method 'tostring' of 'numpy.generic' objects>
>>> np.int8().tostring()
Traceback (most recent call last):
  File ""<python-input-2>"", line 1, in <module>
    np.int8().tostring()
    ~~~~~~~~~~~~~~~~~~^^
AttributeError: 'numpy.ndarray' object has no attribute 'tostring'
```",2025-10-14 21:59:08+00:00,2025-10-15 07:11:31+00:00,2025-10-15 07:11:31+00:00,1,8,3,1,1,0
numpy/numpy,29961,TYP: update the ``finfo`` stubs,jorenham,closed,True,This syncs the stubs with the runtime changes made in #29836.,2025-10-14 21:13:10+00:00,2025-10-15 07:19:40+00:00,2025-10-15 07:19:40+00:00,27,17,1,1,1,0
numpy/numpy,29960,DOC: fix formatting in ``np.percentile`` docstring,jakevdp,closed,True,"The extra space here leads to `weights` appearing indented under `keepdims`: https://numpy.org/doc/2.3/reference/generated/numpy.percentile.html
",2025-10-14 20:58:57+00:00,2025-10-15 07:50:02+00:00,2025-10-15 07:50:02+00:00,1,1,1,1,1,0
numpy/numpy,29959,TYP: stub ``numpy.ma.testutils``,jorenham,closed,True,ported from numpy/numtype#281,2025-10-14 20:52:56+00:00,2025-10-15 07:13:46+00:00,2025-10-15 07:13:46+00:00,69,0,1,1,1,0
numpy/numpy,29958,TYP: Fix inconsistent ``__all__`` stubs,jorenham,closed,True,"They're not the most interesting of fixes, but stubtest was complaining about them, so this will bring us a bit closer to being able to start use stubtest in CI (""only"" 527 errors left).",2025-10-14 20:36:47+00:00,2025-10-15 07:59:52+00:00,2025-10-15 07:59:52+00:00,84,26,10,6,1,0
numpy/numpy,29957,TST: Remove recwarn from tests,bwhitt7,closed,True,"<!--         ----------------------------------------------------------------
                MAKE SURE YOUR PR GETS THE ATTENTION IT DESERVES!
                ----------------------------------------------------------------

*  FORMAT IT RIGHT:
      https://www.numpy.org/devdocs/dev/development_workflow.html#writing-the-commit-message

*  IF IT'S A NEW FEATURE OR API CHANGE, TEST THE WATERS:
      https://www.numpy.org/devdocs/dev/development_workflow.html#get-the-mailing-list-s-opinion

*  HIT ALL THE GUIDELINES:
      https://numpy.org/devdocs/dev/index.html#guidelines

*  WHAT TO DO IF WE HAVEN'T GOTTEN BACK TO YOU:
      https://www.numpy.org/devdocs/dev/development_workflow.html#getting-your-pr-reviewed
-->
I'm working on making the NumPy test suite more thread-safe and able to be run under `pytest-run-parallel` (talk about it more here #29552). Looks like `recwarn` isn't thread-safe, so this PR introduces a change to make any tests that uses the `recwarn` fixture (so far just 1) use the `warnings.catch_warnings` context instead. The test in question already was using that, so it makes it so `warnings.catch_warnings` records the warnings now instead of `recwarn`.",2025-10-14 20:24:34+00:00,2025-10-15 00:58:45+00:00,2025-10-15 00:58:45+00:00,5,5,1,1,0,4
numpy/numpy,29956,TYP: fix return type annotation for normalize_axis_tuple utility,jakevdp,closed,True,The tuple returned from this function can have any length.,2025-10-14 19:50:08+00:00,2025-10-14 21:15:55+00:00,2025-10-14 21:15:55+00:00,1,1,1,1,1,0
numpy/numpy,29955,REL: Prepare for the NumPy 2.3.4 release,charris,closed,True,"- Create 2.3.4-changelog.rst,
- Update 2.3.4-notes.rst
- Update .mailmap.

<!--         ----------------------------------------------------------------
                MAKE SURE YOUR PR GETS THE ATTENTION IT DESERVES!
                ----------------------------------------------------------------

*  FORMAT IT RIGHT:
      https://www.numpy.org/devdocs/dev/development_workflow.html#writing-the-commit-message

*  IF IT'S A NEW FEATURE OR API CHANGE, TEST THE WATERS:
      https://www.numpy.org/devdocs/dev/development_workflow.html#get-the-mailing-list-s-opinion

*  HIT ALL THE GUIDELINES:
      https://numpy.org/devdocs/dev/index.html#guidelines

*  WHAT TO DO IF WE HAVEN'T GOTTEN BACK TO YOU:
      https://www.numpy.org/devdocs/dev/development_workflow.html#getting-your-pr-reviewed
-->
",2025-10-14 18:23:22+00:00,2025-10-14 20:42:17+00:00,2025-10-14 20:42:17+00:00,131,12,4,1,0,0
numpy/numpy,29954,TYP: fix inconsistent ``float64.__getformat__`` stub,jorenham,closed,True,"Since the `float64.__getformat__` docstring starts with 

> You probably don't want to use this function.

backporting this probably wouldn't help much. But I suppose it wouldn't hurt, either. So I'm +0 on this.",2025-10-14 17:33:05+00:00,2025-10-14 20:10:51+00:00,2025-10-14 20:10:51+00:00,3,1,1,1,0,0
numpy/numpy,29952,TYP: add ``__class_getitem__`` to ``bool`` and ``datetime64``,jorenham,closed,True,"These were added in #29370 and #29631, but we seemed to have forgotten to uipdate the stubs.",2025-10-14 17:16:33+00:00,2025-10-14 20:11:42+00:00,2025-10-14 20:11:42+00:00,4,0,1,1,0,0
numpy/numpy,29951,MAINT: replace use of ``asanyarray`` with ``out=...`` to keep arrays,mhvk,closed,True,"With #28576, it has become possible to ensure that when calling a ufunc, the output is guaranteed to be an array.

This PR uses that to replace `np.asanyarray` calls in some functions. I'm not sure this is complete -- these were just parts of code for which test failed if `np.anyarray(scalar)` is made to return a read-only array (see #29876).

I do think there are all small improvements, though.",2025-10-14 16:50:01+00:00,2025-10-28 10:29:19+00:00,2025-10-28 10:29:19+00:00,15,20,5,1,3,8
numpy/numpy,29950,MAINT: Simplify string arena growth strategy (#29885),charris,closed,True,"Backport of #29885.

Not sure if there is any downsides to this, but I think this is much simpler and pretty much identical.
Plus, I don't quite like that the 1.25 factor could be large, although I admit it seems very unlikely (maybe impossible) to actually trigger a problem there.

EDIT: As a note, I have a similar function that caps overallocation and increments in ""neat"" values (which double as a minimum overallocation amount). I somewhat assumed that doesn't matter much, but we could definitely do either or both here as well.


<!--         ----------------------------------------------------------------
                MAKE SURE YOUR PR GETS THE ATTENTION IT DESERVES!
                ----------------------------------------------------------------

*  FORMAT IT RIGHT:
      https://www.numpy.org/devdocs/dev/development_workflow.html#writing-the-commit-message

*  IF IT'S A NEW FEATURE OR API CHANGE, TEST THE WATERS:
      https://www.numpy.org/devdocs/dev/development_workflow.html#get-the-mailing-list-s-opinion

*  HIT ALL THE GUIDELINES:
      https://numpy.org/devdocs/dev/index.html#guidelines

*  WHAT TO DO IF WE HAVEN'T GOTTEN BACK TO YOU:
      https://www.numpy.org/devdocs/dev/development_workflow.html#getting-your-pr-reviewed
-->
",2025-10-14 16:17:04+00:00,2025-10-14 17:54:45+00:00,2025-10-14 17:54:45+00:00,9,18,1,1,0,0
numpy/numpy,29949,STY: rename @classmethod arg to cls,charris,closed,True,"Backport of #29948.

For some reason this was causing stubtest to crash :shrug:
<!--         ----------------------------------------------------------------
                MAKE SURE YOUR PR GETS THE ATTENTION IT DESERVES!
                ----------------------------------------------------------------

*  FORMAT IT RIGHT:
      https://www.numpy.org/devdocs/dev/development_workflow.html#writing-the-commit-message

*  IF IT'S A NEW FEATURE OR API CHANGE, TEST THE WATERS:
      https://www.numpy.org/devdocs/dev/development_workflow.html#get-the-mailing-list-s-opinion

*  HIT ALL THE GUIDELINES:
      https://numpy.org/devdocs/dev/index.html#guidelines

*  WHAT TO DO IF WE HAVEN'T GOTTEN BACK TO YOU:
      https://www.numpy.org/devdocs/dev/development_workflow.html#getting-your-pr-reviewed
-->
",2025-10-14 16:07:41+00:00,2025-10-14 17:27:38+00:00,2025-10-14 17:27:38+00:00,16,16,1,1,0,2
numpy/numpy,29948,STY: rename ``@classmethod`` arg to ``cls``,jorenham,closed,True,For some reason this was causing stubtest to crash :shrug:,2025-10-14 12:42:54+00:00,2025-10-14 15:59:22+00:00,2025-10-14 15:59:22+00:00,16,16,1,1,1,0
numpy/numpy,29947,BUG: support axis sequence in `np.trim_zeros`,jakevdp,closed,True,Fixes #29945,2025-10-14 10:52:27+00:00,2025-10-22 18:46:58+00:00,2025-10-22 18:46:58+00:00,74,13,3,4,5,10
numpy/numpy,29944,BUG: Fix np.strings.slice if stop=None or start and stop >= len,aaronkollasch,closed,True,"<!--         ----------------------------------------------------------------
                MAKE SURE YOUR PR GETS THE ATTENTION IT DESERVES!
                ----------------------------------------------------------------

*  FORMAT IT RIGHT:
      https://www.numpy.org/devdocs/dev/development_workflow.html#writing-the-commit-message

*  IF IT'S A NEW FEATURE OR API CHANGE, TEST THE WATERS:
      https://www.numpy.org/devdocs/dev/development_workflow.html#get-the-mailing-list-s-opinion

*  HIT ALL THE GUIDELINES:
      https://numpy.org/devdocs/dev/index.html#guidelines

*  WHAT TO DO IF WE HAVEN'T GOTTEN BACK TO YOU:
      https://www.numpy.org/devdocs/dev/development_workflow.html#getting-your-pr-reviewed
-->

Python treats `slice(-1)` differently from `slice(-1, None)`: The first is interpreted as `slice(None, -1, None)`, while the second becomes `slice(-1, None, None)`, according to the logic in [`slice_new`](https://github.com/python/cpython/blob/be60e4b4f34a097d999d337446786ae14e35c964/Objects/sliceobject.c#L331-L336).

However, `np.strings.slice` treats these identically, as it cannot distinguish unset arguments from arguments set to None. This makes it impossible to get the last characters of each string, for example:
```python
>>> a = np.array(['hello', 'world'])
>>> np.strings.slice(a, -2, None)  # should return last two characters
array(['hel', 'wor'], dtype='<U5')
```

This PR fixes that behavior:
```python
>>> a = np.array(['hello', 'world'])
>>> np.strings.slice(a, -2, None)  # returns last characters as expected
array(['lo', 'ld'], dtype='<U5')
>>> np.strings.slice(a, -2)  # original behavior preserved if no stop given
array(['hel', 'wor'], dtype='<U5')
```

It does this by adding a `stop=np._NoValue` default argument to `np.strings.slice`, which can be overridden with `None`.

The PR adds test conditions to `numpy/_core/tests/test_strings.py::TestMethods::test_slice`, to verify that the slicing behavior matches Python's `slice` with these arguments.

It also fixes an error when start and stop are >= the string length and the dtype is `StringDType()`. To reproduce:
```python
>>> np.__version__
'2.3.3'
>>> a = np.array(['hello', 'world'], dtype=""T"")
>>> np.strings.slice(a, 5, 7)
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""numpy-dev/lib/python3.12/site-packages/numpy/_core/strings.py"", line 1823, in slice
    return _slice(a, start, stop, step)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
MemoryError: Failed to allocate string in slice
```
When running `spin ipython` based on main, these commands cause the python process to exit with code 251.
To fix this, I added bounds checks to `codepoint_offsets[start]` in `numpy/_core/src/umath/stringdtype_ufuncs.cpp`.",2025-10-13 22:58:02+00:00,2025-10-15 15:35:14+00:00,2025-10-15 15:35:14+00:00,37,7,3,2,2,4
numpy/numpy,29942,TST: Convert mixed_types_structured to method,bwhitt7,closed,True,"<!--         ----------------------------------------------------------------
                MAKE SURE YOUR PR GETS THE ATTENTION IT DESERVES!
                ----------------------------------------------------------------

*  FORMAT IT RIGHT:
      https://www.numpy.org/devdocs/dev/development_workflow.html#writing-the-commit-message

*  IF IT'S A NEW FEATURE OR API CHANGE, TEST THE WATERS:
      https://www.numpy.org/devdocs/dev/development_workflow.html#get-the-mailing-list-s-opinion

*  HIT ALL THE GUIDELINES:
      https://numpy.org/devdocs/dev/index.html#guidelines

*  WHAT TO DO IF WE HAVEN'T GOTTEN BACK TO YOU:
      https://www.numpy.org/devdocs/dev/development_workflow.html#getting-your-pr-reviewed
-->
I've been working on making the NumPy test suite more thread safe. When running tests in `numpy/lib/tests/test_loadtxt.py` that use the custom `mixed_types_structured` fixture, they fail when ran under [pytest-run-parallel](https://github.com/Quansight-Labs/pytest-run-parallel), giving AssertionErrors. Here's the [test run](https://gist.github.com/bwhitt7/f5bb34c3bdd1ed0a6fd8d3f4fd728b8e) with errors if you're interested in seeing that.

I'm somewhat unsure why the usage of a fixture is triggering this, but since fixtures are shared between threads, `np.loadtxt` may be modifying the fixture values in some way that result in subsequent tests dealing with different data. Regardless, changing this from a fixture to a method fixes the issue.",2025-10-13 21:58:03+00:00,2025-10-14 18:14:51+00:00,2025-10-14 18:14:50+00:00,5,7,1,1,0,0
numpy/numpy,29940,MAINT: Bump pypa/cibuildwheel from 3.1.4 to 3.2.1,charris,closed,True,"Bumps [pypa/cibuildwheel](https://github.com/pypa/cibuildwheel) from 3.1.4 to 3.2.1.
- [Release notes](https://github.com/pypa/cibuildwheel/releases)
- [Changelog](https://github.com/pypa/cibuildwheel/blob/main/docs/changelog.md)
- [Commits](https://github.com/pypa/cibuildwheel/compare/7c619efba910c04005a835b110b057fc28fd6e93...9c00cb4f6b517705a3794b22395aedc36257242c)

---
updated-dependencies:
- dependency-name: pypa/cibuildwheel dependency-version: 3.2.1 dependency-type: direct:production update-type: version-update:semver-patch ...

<!--         ----------------------------------------------------------------
                MAKE SURE YOUR PR GETS THE ATTENTION IT DESERVES!
                ----------------------------------------------------------------

*  FORMAT IT RIGHT:
      https://www.numpy.org/devdocs/dev/development_workflow.html#writing-the-commit-message

*  IF IT'S A NEW FEATURE OR API CHANGE, TEST THE WATERS:
      https://www.numpy.org/devdocs/dev/development_workflow.html#get-the-mailing-list-s-opinion

*  HIT ALL THE GUIDELINES:
      https://numpy.org/devdocs/dev/index.html#guidelines

*  WHAT TO DO IF WE HAVEN'T GOTTEN BACK TO YOU:
      https://www.numpy.org/devdocs/dev/development_workflow.html#getting-your-pr-reviewed
-->
",2025-10-13 19:39:14+00:00,2025-10-13 20:30:52+00:00,2025-10-13 20:30:51+00:00,13,4,3,1,0,0
numpy/numpy,29939,MAINT: Bump actions/dependency-review-action from 4.8.0 to 4.8.1,dependabot[bot],closed,True,"Bumps [actions/dependency-review-action](https://github.com/actions/dependency-review-action) from 4.8.0 to 4.8.1.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/actions/dependency-review-action/releases"">actions/dependency-review-action's releases</a>.</em></p>
<blockquote>
<h2>Dependency Review Action v4.8.1</h2>
<h2>What's Changed</h2>
<ul>
<li>(bug) Fix spamming link test in deprecation warning (again) by <a href=""https://github.com/ahpook""><code>@​ahpook</code></a> in <a href=""https://redirect.github.com/actions/dependency-review-action/pull/1000"">actions/dependency-review-action#1000</a></li>
<li>Bump version for 4.8.1 release by <a href=""https://github.com/ahpook""><code>@​ahpook</code></a> in <a href=""https://redirect.github.com/actions/dependency-review-action/pull/1001"">actions/dependency-review-action#1001</a></li>
</ul>
<p><strong>Full Changelog</strong>: <a href=""https://github.com/actions/dependency-review-action/compare/v4...v4.8.1"">https://github.com/actions/dependency-review-action/compare/v4...v4.8.1</a></p>
</blockquote>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/actions/dependency-review-action/commit/40c09b7dc99638e5ddb0bfd91c1673effc064d8a""><code>40c09b7</code></a> Merge pull request <a href=""https://redirect.github.com/actions/dependency-review-action/issues/1001"">#1001</a> from actions/ahpook/v4.8.1-release</li>
<li><a href=""https://github.com/actions/dependency-review-action/commit/45529485b5eb76184ced07362d2331fd9d26f03f""><code>4552948</code></a> Bump version for 4.8.1 release</li>
<li><a href=""https://github.com/actions/dependency-review-action/commit/e63da9a041de383e50d59f0c8a53ff85ee3adb7f""><code>e63da9a</code></a> Merge pull request <a href=""https://redirect.github.com/actions/dependency-review-action/issues/1000"">#1000</a> from actions/ahpook/deprecation-redux</li>
<li><a href=""https://github.com/actions/dependency-review-action/commit/71365c76bca8972e5f367ca0bb514aec58d70d5b""><code>71365c7</code></a> (bug) Fix spamming link test in deprecation warning (again)</li>
<li>See full diff in <a href=""https://github.com/actions/dependency-review-action/compare/56339e523c0409420f6c2c9a2f4292bbb3c07dd3...40c09b7dc99638e5ddb0bfd91c1673effc064d8a"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=actions/dependency-review-action&package-manager=github_actions&previous-version=4.8.0&new-version=4.8.1)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot show <dependency name> ignore conditions` will show all of the ignore conditions of the specified dependency
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)


</details>",2025-10-13 17:27:22+00:00,2025-10-13 20:31:15+00:00,2025-10-13 20:31:15+00:00,1,1,1,1,0,0
